 TIME || TYPE || TITLE || STATUS 

28/11/2019, 15:31  || others || Simon Bridges is at Radius Fulton. || Meeting people like I did today at the Radius Fulton Rest Home is such a privilege. Thank you for having me, I hope to return soon.||
03/07/2018, 18:52  || others || Simon Bridges was live. || #LIVE With Dan Bidois after his maiden speech in Parliament.||
03/07/2018, 15:31  || others || Simon Bridges || Off the back of falling business confidence under this Government, I often get asked what would National do differently. We would lay down a strong platform for economic growth, with good policies, investing in better infrastructure, providing certainty and by getting out of the way of businesses.||
02/07/2018, 18:34  || others || Simon Bridges || This Government's incompetent handling of law and order needs to stop.||
01/07/2018, 13:07  || others || Simon Bridges || This regional fuel tax is simply punishing Aucklanders for the Government and the Council’s lack of fiscal discipline. A re-elected National Party will overturn it.||
30/06/2018, 16:10  || others || Simon Bridges || Drugs and gangs go hand in hand. We need to keep our communities safe from these peddlers of misery.||
29/06/2018, 14:30  || others || Simon Bridges || One of the major issues in Hawke’s Bay is this Government axing the extension of the Napier-Hastings Expressway, like so many major regional roading projects, in spite of increasing taxes - all to fund a tram in Auckland.||
29/06/2018, 12:36  || others || Simon Bridges || Couldn't help myself... Great way to finish my public meeting in Hastings.||
29/06/2018, 09:16  || others || Simon Bridges || #LIVE I'm in Hastings this morning for a public meeting as part of my regional roadshow. Tune in and join the conversation.||
28/06/2018, 18:56  || others || Simon Bridges || I’ve got a lot out of this tour so far. I know we have to develop the policies and make sure we deliver in the areas New Zealanders want, and my team and I will be doing that.||
28/06/2018, 14:43  || others || Simon Bridges || #LIVE I'm in Napier with Lawrence Yule MP and answering some of your questions.||
26/06/2018, 19:05  || others || Simon Bridges was live. || #LIVE: Chatting about the week’s big topics.||
26/06/2018, 18:06  || others || Simon Bridges || It's outrageous this Government's axing national health targets. You can't improve what you don't measure.||
26/06/2018, 15:33  || others || Simon Bridges || Just nine months ago, this Government gave a "rock solid guarantee” there would be no national strikes. Yet here we are facing a nationwide nurses' strike next week.||
26/06/2018, 13:16  || others || Simon Bridges || There's been more strikes initiated in the past 9 months than in 9 years under National. This Government has got themselves in this situation by raising expectations pre-election and now not delivering. Labour's union-driven employment law reforms will only make this worse and lead to more strike action.||
25/06/2018, 18:17  || others || Simon Bridges || And the strike action is escalating.||
23/06/2018, 18:10  || others || Simon Bridges || Last National Party Regional Conference for the year today in Auckland. Great to be able to round out National Volunteer Week by thanking our committed members for their support. #NVW2018||
21/06/2018, 18:48  || others || Simon Bridges || ||
21/06/2018, 14:53  || others || Simon Bridges || Figures out today show New Zealand's economy is switching into neutral as a result of this Government's bad economic policies, its lack of leadership and the uncertainty that's creating.||
20/06/2018, 20:45  || others || Simon Bridges || I’ve got an exciting couple of days ahead, bringing my connecting with communities roadshow to Oamaru, Timaru, Ashburton and Christchurch. Looking forward to connecting with lots of people and finding out what’s important to them.||
20/06/2018, 17:08  || others || Simon Bridges || This Government's reckless approach to law and order, my connecting with communities roadshow and climate change - just some of the things covered in my latest newsletter. Have a read by clicking on the link below 20/06/2018, 09:51  || others || Simon Bridges || #LIVE Having a chat to Tracy Watkins from Stuff.||
19/06/2018, 19:48  || others || Simon Bridges updated their cover photo. || ||
19/06/2018, 19:03  || others || Simon Bridges was live. || #LIVE right now for a Q&A. Post your questions below.||
19/06/2018, 16:07  || others || Simon Bridges || Going live around 7pm tonight for a Q&A. Looking forward to answering your questions - post them in the comments below.||
19/06/2018, 14:20  || others || Simon Bridges || More strikes, falling business confidence, fewer jobs being created and more cost pressures on Kiwi households - it's clear New Zealand is stalling under this Ardern-Peters Government.||
18/06/2018, 19:35  || others || Simon Bridges || ADD YOUR VOICE: In just a few days, Aucklanders will be paying up to $15 more to fill up their cars when the regional fuel tax comes into effect. But motorists in Tauranga and all across the country could also soon be paying 11.5c a litre more for their fuel with this new tax. That's going to hit Kiwis hard in their back pockets. SIGN OUR PETITION: www.stopthefueltax.co.nz||
18/06/2018, 17:30  || others || Simon Bridges || It's National Volunteer Week so today I popped in to say thanks to all of the volunteers at SPCA Tauranga. They do a great job caring for neglected and abandoned animals. I'd also like to say a massive thank you to all of those who give their time and skills to volunteer across New Zealand. #NVW2018||
18/06/2018, 15:24  || others || Simon Bridges || The first priority of a Government should be keeping New Zealanders safe, and I stand on the side of having fewer victims in these areas. Building more prison beds means fewer victims, which in turn means better rehabilitation and reintegration for our offenders.||
17/06/2018, 20:52  || others || Simon Bridges || This year's Fieldays was another huge success. A fantastic showcase of our primary sector and the world-leading innovation in New Zealand. Congratulations to all involved, especially Peter Nation and his team and all of the volunteers and exhibitors.||
16/06/2018, 15:25  || others || Simon Bridges || It's Men's Health Week and a good reminder to check in with your mates and be mindful of your own health - both physical and mental. Here's a clip from my speech at a Men's Health Trust charity breakfast, chatting about developing a thick skin working in politics, my weakness for burgers, and being present at home. #MenStartTalking||
15/06/2018, 18:16  || others || Simon Bridges || Celebrating 50 years of National Fieldays! Great to spend the day at Mystery Creek, with a big team of National MPs, talking innovation, issues and opportunities in the primary sector and climate change. #Fieldays2018||
15/06/2018, 14:15  || others || Simon Bridges || #WATCH: More details on our significant step today toward a bipartisan approach to climate change policy that ensures practical solutions that won’t harm our economy or drive up costs -- with Scott Simpson MP.||
15/06/2018, 10:37  || others || Simon Bridges || This morning in a speech at Fieldays I outlined how National plans to take the politics out of climate change and work with other political parties to create an independent climate change commission. Climate change is one of the world’s most serious environmental challenges - National want practical, science-based solutions that won’t harm our economy or drive up the costs of living for New Zealanders. When I became Leader of the National Party, I promised to focus more on the environment and I remain committed to that.||
14/06/2018, 20:21  || others || Simon Bridges || Happy Matariki everyone.||
14/06/2018, 18:56  || others || Simon Bridges is with Nick Smith MP and Maureen Pugh MP. || I've had a fantastic couple of days in the West Coast and Nelson on my connecting with communities roadshow. Looking forward to getting to Fieldays tomorrow!||
14/06/2018, 16:18  || others || Simon Bridges || Port Nelson is the latest in a long list of strike action that's taking place under this Labour-led Government. This is strangling businesses and economic growth -- with Nick Smith MP.||
13/06/2018, 19:42  || others || Simon Bridges || It was great to be back where I turned sod on the Taramakau Bridge, part of our Accelerated Regional Roading Package when we were in Government. These were priority projects around the country we invested in to improve productivity and help people get around their communities.||
13/06/2018, 15:59  || others || Simon Bridges || This Government doesn't prioritise the safety of New Zealanders. It will only be providing 600 more prison beds, far less than what’s needed to ensure violent criminals aren’t out causing havoc in our communities. National had plans to build a new 1500-bed prison because we're committed to doing what's required to keep New Zealanders safe.||
