 TIME || TYPE  || TITLE || STATUS  ||   LINKS(Shared Posts/Shared Links etc) 
27/06/2017, 11:12 || others || Paula Bennett || I've just announced the members of the new Tourism Infrastructure Fund panel - a really good combination of people across the sector and across the country. The members are Judy Kirk (Chair), Norm Thomson (Auckland Tourism, Events and Economic Development (ATEED)), Kauahi Ngapora (Whale Watch Kaikoura), Chris Roberts (Tourism Industry Aotearoa - TIA), Sarah Hannan (Southland Regional Development Strategy), Iain Cossar (Ministry of Business, Innovation and Employment) and Bruce Parkes (Department of Conservation. More info: http://www.beehive.govt.nz/…/tourism-infrastructure-fund-pa… || 
27/06/2017, 09:00 || others || Paula Bennett || Very pleased this was resolved for Stephen Green and very disappointed in the accommodation provider in question. As I said, I hope his mates only other disappointment is watching two more All Blacks wins! || 
27/06/2017, 07:47 || others || Paula Bennett || What a way to wake up! You beauty || 
26/06/2017, 09:00 || others || Paula Bennett || Milestone reached as clearing the Kaikoura slips has hit halfway, five of ten large slips cleared out. Huge effort from all the workers and volunteers to remain on track to restore the road before Christmas. || 
25/06/2017, 15:38 || others || Paula Bennett || Great to talk to Ryan Bridge from RadioLIVE about reincarnation and trading in the sewing machine I got for my 16th birthday for a motorbike. || 
25/06/2017, 09:22 || others || Paula Bennett || 4-1 getting closer, three to go - can we do it?? || 
24/06/2017, 16:28 || others || Paula Bennett || Very good update from Steven Joyce on our strong growing economy || 
24/06/2017, 11:38 || others || Paula Bennett || 24/06/2017, 09:00 || others || Paula Bennett || Great news for Auckland, we need more top quality hotel investment in the city. || 
23/06/2017, 17:39 || others || Paula Bennett || Simply Remarkable. Thank you for a fantastic couple of days Queenstown, all the best for your 43rd Queenstown Winter Festival 23/06/2017, 16:00 || others || Paula Bennett || Huge thank you to the wonderful staff at Skyline Queenstown for hosting the Queenstown Chamber of Commerce business lunch today, I can't think of a more spectacular setting to talk about Queenstown as a premium tourism destination. Nice to take time to catch up with Waitaki Mayor Gary Kircher, Mackenzie Mayor Graham Smith and Central Otago Councillor Stephen Jeffrey. || 
23/06/2017, 14:00 || others || Paula Bennett || Beautiful trip across the lake with Andre (right) from Queenstown Water Taxis greeted at Queenstown Bay jetty by Graham Budd, CE of Destination Queenstown. || 
23/06/2017, 12:30 || others || Paula Bennett is with Alyssandra Skerrett. || Caught up with Queenstown Mayor Jim Boult, wife Karen and reps from Ngai Tahu. || 
23/06/2017, 09:30 || others || Paula Bennett || Great to catch up with Police in Queenstown doing a fantastic job during Queenstown Winter Festival with 10s of 1000s of visitors coming in over the next four days. || 
23/06/2017, 08:26 || others || Paula Bennett || A balmy 5 degrees this morning with Alice Wilkins in Qtown but she's v clever - brought a hot water bottle along! || 
23/06/2017, 07:25 || others || Paula Bennett || Live with the AM Show and Queenstown's ice skaters up early in the background. || 
22/06/2017, 19:56 || others || Paula Bennett || Fantastic opening the Queenstown Winter Festival tonight, big happy crowds awesome vibe, well done Queenstown NZ || 
22/06/2017, 18:45 || others || Paula Bennett || The amazing Anika Moa kicks off Queenstown Winter Fest, good crowd with a great vibe || 
22/06/2017, 17:45 || others || Paula Bennett || Breaking the grass ceiling - nice one Katie 22/06/2017, 17:33 || others || Paula Bennett || The most stunning setting for tonight's mini whakatau, welcoming waka ama with Wakatipu High School. Beautiful night || 
22/06/2017, 16:48 || others || Paula Bennett || Good evening Queenstown, happy Winter Fest! || 
22/06/2017, 15:39 || others || Paula Bennett || Great trip to the regions last week - Barbara Kuriger MP doing so much work and talking to so many people she's lost her voice this week! || 
22/06/2017, 14:39 || others || Paula Bennett || Loved speaking at the NZME. NZ Women's Leadership Symposium this morning. We need more women (like the ones in this crowd) in leadership roles and on boards. || 
22/06/2017, 09:00 || others || Paula Bennett || Tourism infrastructure funding well received in the Rangitikei Ian McKelvie MP "I see it as a vote of confidence in the Accelerate25 programme and the work we are doing at a local government level. "We look forward to this continued support from central government as we endeavour to build a suitable infrastructure for our burgeoning tourist numbers." || 
21/06/2017, 09:00 || others || Paula Bennett || New charging station in Gisborne - good for tourism and good for the climate. || 
20/06/2017, 09:00 || others || Paula Bennett || It's people like Ian who are real champions for smaller towns like Taumarunui. || 
19/06/2017, 09:00 || others || Paula Bennett || Very cool - reminds me of the Whanganui farmer who has converted steeper land to Manuka honey and added a tourist lodge, creating carbon storage and an alternative source of revenue. || 
18/06/2017, 09:00 || others || Paula Bennett || This is a key message: technological breakthroughs are going to be massive for agriculture and the primary sector. || 
16/06/2017, 11:18 || others || Paula Bennett || Visiting our community constables in Massey who work so hard every day whether it's with young people or out on community patrols. Best police in the world! || 
16/06/2017, 10:12 || others || Paula Bennett || Nice catching up with Principal Sue Smith at Upper Harbour Primary School today. Great leadership doing really well || 
16/06/2017, 08:57 || others || Paula Bennett || Big thanks to Rob our tour guide on the Forgotten World Adventure 5 Tunnel Tour. || 
15/06/2017, 16:00 || others || Paula Bennett || Reckon I'm a lucky charm - spun the wheel for this gentleman and won him a $50 Stoney Creek NZ voucher! || 
15/06/2017, 14:00 || others || Paula Bennett || With the fantastic kids of Don Buck Road Primary School in #UpperHarbour - I spot a future cop in the back too! || 
15/06/2017, 13:05 || others || Paula Bennett || Bumped in to two good friends at Fieldays: HE Jonathan Sinclair and Rt Hon Jim Bolger. Both brilliant leaders with strong connections to agriculture || 
15/06/2017, 11:42 || others || Paula Bennett || Great variety of stalls at Fieldays - Rotorua Canopy Tours, Mavis & Mick Shoes, NIWA New Zealand and some really clever Young Enterprise Trust students who took us through their idea of new gumboot removers and a system to monitor honey theft in beehives. So clever! || 
15/06/2017, 09:00 || others || Paula Bennett || The Rural Health Hub is a fantastic initiative - getting rural health providers all in one place to provide support and advice. Awesome to see Ministers Nathan Guy and Jonathan Coleman commit $500,000 for Rural Mental Wellness. It will go towards 20 workshops for rural health professionals treating people at risk of suicide, continued support for the rural Clinical Champions and Medical Director, as well as support aimed at younger rural workers. || 
14/06/2017, 15:30 || others || Paula Bennett || On board the Bethmobile 14/06/2017, 15:00 || others || Paula Bennett || Mr Speaker taking charge of the class photo! || 
14/06/2017, 13:59 || others || Paula Bennett || Electric farm bikes, Te Radar, and our Police on hand for those who need one! || 
14/06/2017, 09:48 || others || Paula Bennett || Fieldays prep! || 
14/06/2017, 08:51 || others || Paula Bennett || Awesome welcome from Matiere Primary School kids. There's something really special and unique about country kids in NZ, a sense of community and determination. Fantastic future leaders. || 
13/06/2017, 22:00 || others || Paula Bennett || Great way to end the day - function for Louise Upston MP over 100 people in Cambridge, capping off a brilliant days tripping round the island Taupo-Taumarunui-Matiere-Te Kuiti-Otorohanga-Te Awamutu-Cambridge! || 
13/06/2017, 20:59 || others || Paula Bennett || Big thanks to the Te Awamutu Chamber of Commerce for a great chat tonight and to Fahrenheit Restaurant & Bar for hosting || 
13/06/2017, 12:30 || others || Paula Bennett || Getting prepared for the 5 Tunnel Tour with Barbara Kuriger MP in Taumarunui || 
13/06/2017, 11:37 || others || Paula Bennett || Quick stop into Taumarunui Police and met Constable Aaron van Orden who moved over from the US and then made the great choice to join Police 13/06/2017, 10:36 || others || Paula Bennett || What a spread at Forgotten World Adventures 13/06/2017, 09:00 || others || Paula Bennett || Promising news for Christchurch. Plans for a new cruise ship berth at Lyttelton Ports will help lift visitor numbers as well. || 
12/06/2017, 21:23 || others || Paula Bennett || Pleasure to speak with Greenhithe Residents' Association at their AGM/Meet the Candidates tonight || 
12/06/2017, 16:00 || others || Paula Bennett || Glad I could contribute to Laura's article on career inspiration || 
12/06/2017, 12:04 || others || Paula Bennett || Future leaders taking over for the morning! Sacred Heart Primary popped in, and they all want to be politicians because "You have a TV in your office and you could pretend to work and actually just watch TV"! 11/06/2017, 14:59 || others || Paula Bennett || I was honoured to attend Shri Ram Mandir NZ's second birthday and the launch of their new Senior Citizens Service for the local community in West Auckland. They are doing fantastic work. || 
11/06/2017, 09:52 || others || Paula Bennett || What a great outcome, thank you Canterbury Police for taking care of our guests || 
08/06/2017, 10:00 || others || Paula Bennett || Coming to a town near you! So excited to be able to announce 28 successful regional tourism infrastructure projects across 16 different councils. Government is co-funding $5.2m along with $3.1m from councils. || 
07/06/2017, 09:00 || others || Paula Bennett || Have you got Lions fever yet? Awesome opening match in Whangarei and tonight it's the Blues' turn. Interesting fact: more than 20,500 international visitors will arrive in Auckland during the tour, pumping $26.7 million into the local economy. || 
06/06/2017, 20:30 || others || Paula Bennett || Launch of Wellington On a Plate tonight, NZ's largest culinary festival - food and beverage tourism becoming huge for Wellington. Festival Director Sarah Meikle and Dame Fran Wilde here helping me tuck into a pork and paua sausage roll! || 
06/06/2017, 16:03 || others || Paula Bennett || Our thoughts go out to Oliver Dowling, his family and all the victims of the London terror attack. || 
06/06/2017, 09:00 || others || Paula Bennett || I'm really happy to see tourism legend AJ Hackett honoured for his contribution to the NZ tourism industry. Interesting to learn that one of his first bungy jumps was from Greenhithe Bridge in my electorate! || 
05/06/2017, 16:00 || others || Paula Bennett || Huge amount of respect for Graeme - a lifetime of giving back to young Kiwis || 
05/06/2017, 09:00 || others || Paula Bennett || With Tracey from the Massey Community Patrol - CPNZ and also a new New Zealand Police recruit! || 
03/06/2017, 17:56 || others || Paula Bennett || The cleanup continues in Edgecumbe - Anne Tolley catching up with the Enhanced Taskforce Green. || 
03/06/2017, 15:00 || others || Paula Bennett || I had the pleasure of talking to students at Westminster school on their topic 'What it means to be a New Zealander'. Lots of proud kiwis from diverse backgrounds. || 
02/06/2017, 16:00 || others || Paula Bennett || "Big hand" to the crew from Weta Workshop for their great stall at CINZ yesterday! || 
02/06/2017, 11:48 || others || Paula Bennett || Nice one Glen || 
01/06/2017, 19:10 || others || Paula Bennett || With Amy Adams to mark the completion of the 1000th new home at Hobsonville Point in my electorate. 100% colour coordination too! || 
01/06/2017, 13:38 || others || Paula Bennett || We’ve listened to the concerns of shop keepers, that’s why we’ve put aside $1.8m to be used for co-funding for a range of security and prevention measures. https://beehive.govt.nz/r…/funding-prevent-violent-robberies || 
01/06/2017, 09:00 || others || Paula Bennett || Amazing - are you one of the 550 or so people who walked the length of New Zealand on the Te Araroa this summer? || 
31/05/2017, 18:00 || others || Paula Bennett || We took the PM some Police and Customs puppies today, think he likes them || 
31/05/2017, 16:38 || others || Paula Bennett || Big month ahead for NZ as we welcome the Lions team and their 20,000 supporters || 
30/05/2017, 17:00 || others || Paula Bennett || Budget 2017 targets high-risk young offenders with $13.9m in new funding. || 
30/05/2017, 09:00 || others || Paula Bennett || Some interesting arguments here that flesh out how it's not that easy just to whack on another tax. One point to make - Queenstown is not full! || 
29/05/2017, 16:00 || others || Paula Bennett || Great to see New Zealand women taking part in this important expedition. || 
28/05/2017, 09:00 || others || Paula Bennett || Air New Zealand and Tourism New Zealand have signed a new partnership to grow the value of inbound tourism. They'll promote New Zealand by focusing on growing international visitation throughout all of New Zealand and during off-peak periods (Autumn and Spring). || 
27/05/2017, 13:00 || others || Paula Bennett || Saturday netball in West Auckland || 
27/05/2017, 12:00 || others || Paula Bennett || Met with Anthony and Hank Sproull from Air Milford to talk about the growth and development taking place in Milford. || 
26/05/2017, 18:01 || others || Paula Bennett || Not all superheroes wear capes- some wear hi-vis vests! It was impressive to visit the NZ Post International Mail Centre in Auckland and see the work Customs do to stop drugs at our borders. || 
26/05/2017, 14:41 || others || Paula Bennett || Latest report shows Greenhouse gas emissions steady since 2003 and falling in 2015. Also shows emissions intensity of the economy decreased by 35.9%, indicating the economy is becoming more carbon efficient. It's good signs and there's more to do which is why we need to continue the Government's work programme on climate change. || 
26/05/2017, 13:25 || others || Paula Bennett ||  || 
26/05/2017, 12:00 || others || Paula Bennett || Stopped in to Queenstown police station to talk with the team and hear firsthand the great work they do for our community. || 
25/05/2017, 07:01 || others || Paula Bennett || It's budget day! Steven Joyce is up early and has tweeted this gorgeous pic of Wellington this morning. || 
24/05/2017, 18:00 || others || Paula Bennett || Beautiful crisp day today in Queenstown to catch up with Mayor Jim Boult to talk Tourism. A real jewel in the crown of NZ tourism || 
24/05/2017, 15:34 || others || Paula Bennett || Practice your voting before September! || 
24/05/2017, 11:00 || others || Paula Bennett || Brilliant work from Sergeant Te Miha || 
23/05/2017, 20:26 || others || Paula Bennett is with Barbara Kuriger MP. || Naturally I opened Jersey NZ's conference this evening with host MP and fellow jersey cow fan Barbara Kuriger MP || 
21/05/2017, 16:19 || others || Paula Bennett || I had the privilege of opening He Tohu on Friday morning. The Treaty of Waitangi, the Declaration of Independence and the Suffrage Petition are now at their new home at the National Library of New Zealand. I highly recommend a visit to see these important pieces of our history. || 
20/05/2017, 09:00 || others || Paula Bennett || An example of the neat cards Tourism NZ put together for the visit of 10,000 Amway sellers to Queenstown staggered over Autumn. Really good to have them here off-peak in the shoulder seasons where they will deliver an estimated $50m to the economy. || 
19/05/2017, 12:00 || others || Paula Bennett || Roots Restaurant in Lyttelton taught me how to make cauliflower noodles - not too bad I reckon! Thanks Chef Giulio for allowing us to crash your kitchen, amazing team producing amazing food. || 
19/05/2017, 10:26 || others || Paula Bennett || Awesome initiative to support the tourism sector to maximise its contribution to the economy and ensuring our visitors enjoy high-quality experiences. || 
18/05/2017, 21:00 || others || Paula Bennett || Honoured to launch Matt Doocey MP Waimakariri's new campaign waka with his passionate volunteers in Rangiora. || 
18/05/2017, 19:56 || others || Paula Bennett || Roots Restaurant in Lyttelton is our only restaurant outside Auckland to make La Liste - a list of the world's top 1000 restaurants. Thanks Nuk Korako MP for getting us all together. || 
18/05/2017, 17:00 || others || Paula Bennett || Love our Canterbury Police in Lyttelton || 
18/05/2017, 14:00 || others || Paula Bennett || Thanks to Waimairi Golf Club last night for hosting me and Jo Hayes MP crew for a good thorough chat on local Christchurch East issues. Heaps of positivity about the next few years. || 
18/05/2017, 12:00 || others || Paula Bennett || Full house for Papanui meeting with Nicky Wagner, lots of interesting ideas on how we can further help tourism facilities on top of our recent $178m announcement. || 
18/05/2017, 10:00 || others || Paula Bennett || Breakfast with Matt Doocey MP Waimakariri a and the Waimak Club. Matt told me about a great initiative he's running on Inspiring Women in Pegasus with Amy Adams in June. || 
18/05/2017, 09:00 || others || Paula Bennett || Visited the Christchurch Adventure Park to see first hand damage from the Port Hills fires. Pictures on tele don't come close to showing the reality. So in awe of their resolve and determination to rebuild. || 
17/05/2017, 18:39 || others || Paula Bennett || Stopped in to Joe's Garage with David Hiatt: National Candidate for Wigram for a quick coffee this morning - absolutely packed! Fast-growing area with lots of families moving in. || 
17/05/2017, 14:49 || others || Paula Bennett || The most amazing group of people you can meet - caregivers at St John of God in Halswell. Absolutely in awe at what they do for our vulnerable. || 
17/05/2017, 09:24 || others || Paula Bennett || Good morning Christchurch! Busy 2 days ahead with David Hiatt: National Candidate for Wigram, Nicky Wagner, Jo Hayes MP, Matt Doocey MP Waimakariri and Nuk Korako MP #BluesForLife || 
15/05/2017, 09:00 || others || Paula Bennett || Yep we're coming for the gangs and organised crims || 
14/05/2017, 09:00 || others || Paula Bennett || This is kind of genius - electric rubbish trucks that could be powered by the waste they collect! || 
13/05/2017, 11:33 || others || Paula Bennett || I'm so proud of our New Zealand Police || 
13/05/2017, 09:00 || others || Paula Bennett || This is pleasing to see - Tourism New Zealand has a strategy of getting more visitors to visit off-peak in the "shoulder seasons" (Autumn and Spring) to smooth out demand periods. || 
12/05/2017, 09:00 || others || Paula Bennett || Another way of diversifying what New Zealand has to offer to our visitors. || 
11/05/2017, 17:54 || others || Paula Bennett || Fourth chair on The Project NZ tonight making my presenting debut - hope they like my "Mum jokes"! || 
11/05/2017, 11:57 || others || Paula Bennett || I'm hosting another public meeting in Upper Harbour, this time over the Shore. Our last meeting in Hobsonville brought up some great discussions so I'm looking forward to talking to more of you next week. || 
11/05/2017, 11:13 || others || Paula Bennett || I've just announced a big $178m boost for tourism infrastructure alongside Maggie Barry MP. Tourism is hugely important to New Zealand. It creates jobs and brings in billions of dollars to the economy. That’s why it’s important that we keep investing so we continue to attract high-value tourists and give them an amazing visitor experience. #NZBudget2017 || 
11/05/2017, 09:00 || others || Paula Bennett || More than $6 million was poured into Southland's economy as a result of the 2017 World Shearing and Woolhandling Championships. Our champion PM beating legend Sir David Fagan? Priceless! || 
10/05/2017, 17:05 || others || Paula Bennett || Maggie Barry and I will see you tomorrow at TRENZ- Tourism Industry Aotearoa - TIA || 
10/05/2017, 09:00 || others || Paula Bennett || Jetstar NZ are doubling their workforce in the Hawke's Bay with new jobs for locally based pilots. The competition in the airline industry is good for getting more visitors out into the regions. || 
09/05/2017, 20:03 || others || Paula Bennett || Our awesome new Minister of Education Nikki Kaye || 
09/05/2017, 09:00 || others || Paula Bennett || Wing 303 was the first attestation (Police graduation) that I attended so it's cool to see recruits ready to get stuck in and do the tough job of keeping us safe. || 
08/05/2017, 20:55 || others || Paula Bennett || Today I released figures which show the highest ever percentage of women on state sector boards and committees. There’s still more work to be done in the state sector but this is a real milestone. We need to continue to encourage and support women into leadership roles. I encourage all New Zealand organisations to strive for greater diversity in their workforce and leadership. || 
08/05/2017, 16:51 || others || Paula Bennett || Remember it's just a small, but very important, scratch! || 
07/05/2017, 17:30 || others || Paula Bennett || Great weekend in Taupo with members and delegates, capped off with brilliant address from Bill English. || 
07/05/2017, 09:00 || others || Paula Bennett || The first Avatar sequel will hit screens in 2020 - can you wait that long? The film industry is huge for New Zealand tourism, just look what the Lord of the Rings has done for places like Matamata. || 
06/05/2017, 12:36 || others || Paula Bennett || Fabulous day in Auckland yesterday with Graeme Sinclair filming for Gone Fishin' around Karepiro Bay. It really is a family production - wife Sandy backed the boat in, son James drove and pup Mickie kept us on our toes back on land. I'm worried Graeme's "man cave" is going to give hubby some grand designs though.. || 
06/05/2017, 09:00 || others || Paula Bennett || I was so pleased to see Mark Mitchell MP's promotion into Cabinet last week, as a former police dog handler he knows exactly how hard out officers on the front line work. || 
05/05/2017, 13:35 || others || Paula Bennett || This. Is. It! Yes Auckland #challengeWellington || 
05/05/2017, 13:00 || others || Paula Bennett || Gone fishin 05/05/2017, 09:00 || others || Paula Bennett || From the "You May Have Missed This" file - we've announced additional funding of $700,000 for the restoration of Kaik04/05/2017, 14:30 || others || Paula Bennett || An interview where I get to talk food, fashion and family - I could get use to that! Great fun with Shazly Rasheed || 
03/05/2017, 16:00 || others || Paula Bennett || Willis for Wellington! || 
03/05/2017, 16:00 || others || Paula Bennett || New Zealand Police advise that the Firearms and Licensing page on their website has been updated to include this link for feedback on import permits for firearms: http://www.police.govt.nz/…/information-about-import-permit… If you have not received your permit within 40 days contact police via the project.firearms@police.govt.nz email address. || 
02/05/2017, 17:51 || others || Paula Bennett || Nicole explains a bit more about how she'll be helping me prepare the Govts response to the illegal firearms recommendations. Very grateful for her time on this. || 
02/05/2017, 14:44 || others || Paula Bennett || Steven Joyce and I have asked the Productivity Commission to review how New Zealand can maximise the opportunities and minimise the costs and risks of transitioning to a lower carbon economy. || 
01/05/2017, 09:00 || others || Paula Bennett || Next time some one tells you farmers are the problem, tell them this: Taranaki dairy farmers have planted native species along 5760 kilometres of waterways on their farms. This is the equivalent to a journey from Cape Reinga to Bluff, and back to the steps of Parliament. Farmers aren't the problem - they're the solution! || 
30/04/2017, 11:25 || others || Paula Bennett is with Maggie Barry MP. || Here's the possum that we caught in our front yard. My bloke didn't believe we had a possum so I bought this trap on trade me, it instantly kills them. Can't believe how big and healthy he was!!! Predator free in my yard one possum at a time..... || 
29/04/2017, 09:00 || others || Paula Bennett || Couple of weeks since Easter - do you think the new trading laws are helping small businesses? Rotorua certainly thinks so! Good for tourism and visitors. || 
28/04/2017, 17:35 || others || Paula Bennett || We're supporting hardworking NZers and their families, always have and always will. || 
27/04/2017, 20:04 || others || Paula Bennett || 41% of Game Bird injuries occur on opening weekend. Have fun next weekend, but take care and make sure you #MakeItHomeNZ || 
27/04/2017, 17:05 || others || Paula Bennett || "Building and sustaining a strong economy therefore remains the Government’s most important goal" - Steven Joyce delivers his first pre-budget speech, with a huge infrastructure investment announcement. || 
27/04/2017, 11:54 || others || Paula Bennett || More good news for the increasingly popular #UpperHarbour electorate - more housing announced for Hobsonville. || 
27/04/2017, 09:00 || others || Paula Bennett || They're getting good at this selfie thing: Gisborne leaders Anne Tolley, Meng Foon and Tairawhiti Area Commander Sam Aberahama out in the community on Anzac Day. || 
26/04/2017, 21:21 || others || Paula Bennett || Time to bring out the meat butterfly from 2015 when I was in Le Quesnoy for Anzac Day || 
25/04/2017, 09:00 || others || Paula Bennett || Peace poppies at Hobsonville Point commemorating ANZAC Day #LestWeForget || 
24/04/2017, 15:50 || others || Paula Bennett || So happy to see the hard working and talented Tim Macindoe MP and Scott Simpson MP elevated to Ministers outside of Cabinet, and Mark Mitchell MP's shift inside Cabinet. || 
24/04/2017, 09:11 || others || Paula Bennett || Tourism Industry Aotearoa - TIA and 100% Pure New Zealand's fourth Mood of the Nation survey showed some interesting things you won't hear in the opinion columns - 96% of us agree tourism is good for NZ; half of us think we're attracting the right number; and a quarter actually think we need more. With 188,000 jobs and billions into the economy, I think it's doing just fine. || 
23/04/2017, 16:02 || others || Paula Bennett || YUM one of the many perks of being an NZer! || 
23/04/2017, 09:00 || others || Paula Bennett || As Climate Change Minister I'm welcoming New Zealand Police's new low-emissions patrol vehicles 22/04/2017, 09:00 || others || Paula Bennett || Pretty cool - Mandeep Kaur: from taxi driver to crime stopper! Mandeep is one of our ethnic liaison officers working with communities in Auckland #WomenInBlue || 
21/04/2017, 12:00 || others || Paula Bennett || Good luck to all our Masters athletes over the next 10 days, thrilled to have you here in NZ, please do take some time to enjoy the whole country! || 
21/04/2017, 09:00 || others || Paula Bennett || This is neat - Airbnb's "Trips" allows users to create their own genuine experiences for other users with the aim of bringing together "where you stay, what you do and the people you meet all in one place". Another good use of technology to get the most of NZ tourism. || 
20/04/2017, 23:22 || others || Paula Bennett || 20/04/2017, 16:03 || others || Paula Bennett || Lowest since 1997. 1997. That's fewer kids dependent on benefits, and more families with stable jobs, incomes and opportunities. For so many it is long term and life changing. || 
20/04/2017, 09:00 || others || Paula Bennett || 100% Pure New Zealand is supporting Kaikoura, New Zealand tourism operators by waiving the annual Qualmark licence fee for its 19 operators for the next 12 months, as well as four operators that were in talks to join, and members who were Qualmarked in the last few years. Too much! || 
